Organization legal name or 'doing business as' name,Group PAC ID, State,Measure Identifier,Measure Title,Measure Performance Rate,Reporting Mechanism,Reported on PC Live Site
EDMONDS FAMILY MEDICINE CLINIC PS,3779471875.000,WA,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,97.000,WI,Y
EDMONDS FAMILY MEDICINE CLINIC PS,3779471875.000,WA,PQRS_GRP_317_1,Preventive Care and Screening: Screening for High Blood Pressure and Follow-Up Documented,100.000,WI,Y
EDMONDS FAMILY MEDICINE CLINIC PS,3779471875.000,WA,PQRS_GRP_318_1,Falls: Screening for Fall Risk,63.000,WI,Y
EDMONDS FAMILY MEDICINE CLINIC PS,3779471875.000,WA,PQRS_GRP_8_1,Heart Failure (HF): Beta-Blocker Therapy for Left Ventricular Systolic Dysfunction (LVSD),100.000,WI,Y
BONE AND JOINT CLINIC OF BATON ROUGE,3779478615.000,LA,PQRS_GRP_145_1,Radiology: Exposure Time Reported for Procedures Using Fluoroscopy,86.000,REG,Y
BONE AND JOINT CLINIC OF BATON ROUGE,3779478615.000,LA,PQRS_GRP_163_1,Diabetes: Foot Exam,43.000,REG,Y
BONE AND JOINT CLINIC OF BATON ROUGE,3779478615.000,LA,PQRS_GRP_21_1,Perioperative Care: Selection of Prophylactic Antibiotic Â– First OR Second Generation Cephalosporin,88.000,REG,Y
BONE AND JOINT CLINIC OF BATON ROUGE,3779478615.000,LA,PQRS_GRP_22_1,Perioperative Care: Discontinuation of Prophylactic Parenteral Antibiotics (Non-Cardiac Procedures),100.000,REG,Y
BONE AND JOINT CLINIC OF BATON ROUGE,3779478615.000,LA,PQRS_GRP_23_1,Perioperative Care: Venous Thromboembolism (VTE) Prophylaxis (When Indicated in ALL Patients),73.000,REG,Y
BONE AND JOINT CLINIC OF BATON ROUGE,3779478615.000,LA,PQRS_GRP_24_1,Osteoporosis: Communication with the Physician Managing On-going Care Post-Fracture of Hip, Spine or Distal Radius for Men and Women Aged 50 Years and Older,17.000,REG,Y
BONE AND JOINT CLINIC OF BATON ROUGE,3779478615.000,LA,PQRS_GRP_41_1,Osteoporosis: Pharmacologic Therapy for Men and Women Aged 50 Years and Older,27.000,REG,Y
MID-COLUMBIA MEDICAL CENTER,3779487251.000,OR,PQRS_GRP_110_1,Preventive Care and Screening: Influenza Immunization,42.000,WI,Y
MID-COLUMBIA MEDICAL CENTER,3779487251.000,OR,PQRS_GRP_111_1,Pneumonia Vaccination Status for Older Adults,42.000,WI,Y
MID-COLUMBIA MEDICAL CENTER,3779487251.000,OR,PQRS_GRP_112_1,Breast Cancer Screening,66.000,WI,Y
MID-COLUMBIA MEDICAL CENTER,3779487251.000,OR,PQRS_GRP_113_1,Colorectal Cancer Screening,45.000,WI,Y
MID-COLUMBIA MEDICAL CENTER,3779487251.000,OR,PQRS_GRP_117_1,Diabetes: Eye Exam,70.656,WI,Y
MID-COLUMBIA MEDICAL CENTER,3779487251.000,OR,PQRS_GRP_118_1,Coronary Artery Disease (CAD): Angiotensin-Converting Enzyme (ACE) Inhibitor or Angiotensin Receptor Blocker (ARB) Therapy -- Diabetes or Left Ventricular Systolic Dysfunction (LVEF < 40%),70.656,WI,Y
MID-COLUMBIA MEDICAL CENTER,3779487251.000,OR,PQRS_GRP_128_1,Preventive Care and Screening: Body Mass Index (BMI) Screening and Follow-Up Plan,36.000,WI,Y
MID-COLUMBIA MEDICAL CENTER,3779487251.000,OR,PQRS_GRP_130_1,Documentation of Current Medications in the Medical Record,96.000,WI,Y
MID-COLUMBIA MEDICAL CENTER,3779487251.000,OR,PQRS_GRP_134_1,Preventive Care and Screening: Screening for Clinical Depression and Follow-Up Plan,35.000,WI,Y
MID-COLUMBIA MEDICAL CENTER,3779487251.000,OR,PQRS_GRP_204_1,Ischemic Vascular Disease (IVD): Use of Aspirin or Another Antithrombotic,70.656,WI,Y
MID-COLUMBIA MEDICAL CENTER,3779487251.000,OR,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,93.000,WI,Y
MID-COLUMBIA MEDICAL CENTER,3779487251.000,OR,PQRS_GRP_317_1,Preventive Care and Screening: Screening for High Blood Pressure and Follow-Up Documented,72.000,WI,Y
MID-COLUMBIA MEDICAL CENTER,3779487251.000,OR,PQRS_GRP_318_1,Falls: Screening for Fall Risk,28.000,WI,Y
MID-COLUMBIA MEDICAL CENTER,3779487251.000,OR,PQRS_GRP_8_1,Heart Failure (HF): Beta-Blocker Therapy for Left Ventricular Systolic Dysfunction (LVSD),70.656,WI,Y
UNION COUNTY HOSPITAL AUTHORITY,3779490503.000,GA,PQRS_GRP_193_1,Perioperative Temperature Management,100.000,REG,Y
UNION COUNTY HOSPITAL AUTHORITY,3779490503.000,GA,PQRS_GRP_331_1,Adult Sinusitis: Antibiotic Prescribed for Acute Sinusitis (Appropriate Use)*,90.000,REG,Y
UNION COUNTY HOSPITAL AUTHORITY,3779490503.000,GA,PQRS_GRP_54_1,Emergency Medicine: 12-Lead Electrocardiogram (ECG) Performed for Non-Traumatic Chest Pain,98.000,REG,Y
DEAN MCGEE EYE INSTITUTE,3779495353.000,OK,PQRS_GRP_12_1,Primary Open-Angle Glaucoma (POAG): Optic Nerve Evaluation:,99.000,REG,Y
DEAN MCGEE EYE INSTITUTE,3779495353.000,OK,PQRS_GRP_140_1,Age-Related Macular Degeneration (AMD): Counseling on Antioxidant Supplement,100.000,REG,Y
DEAN MCGEE EYE INSTITUTE,3779495353.000,OK,PQRS_GRP_141_1,Primary Open-Angle Glaucoma (POAG): Reduction of Intraocular Pressure (IOP) by 15% OR Documentation of a Plan of Care,100.000,REG,Y
DEAN MCGEE EYE INSTITUTE,3779495353.000,OK,PQRS_GRP_14_1,Age-Related Macular Degeneration (AMD): Dilated Macular Examination,100.000,REG,Y
DEAN MCGEE EYE INSTITUTE,3779495353.000,OK,PQRS_GRP_19_1,Diabetic Retinopathy: Communication with the Physician Managing Ongoing Diabetes Care,100.000,REG,Y
CAPITAL REGION ORTHOPAEDIC ASSOCIATES, PC,3779496393.000,NY,PQRS_GRP_21_1,Perioperative Care: Selection of Prophylactic Antibiotic Â– First OR Second Generation Cephalosporin,100.000,REG,Y
CAPITAL REGION ORTHOPAEDIC ASSOCIATES, PC,3779496393.000,NY,PQRS_GRP_22_1,Perioperative Care: Discontinuation of Prophylactic Parenteral Antibiotics (Non-Cardiac Procedures),100.000,REG,Y
CAPITAL REGION ORTHOPAEDIC ASSOCIATES, PC,3779496393.000,NY,PQRS_GRP_23_1,Perioperative Care: Venous Thromboembolism (VTE) Prophylaxis (When Indicated in ALL Patients),100.000,REG,Y
CAPITAL REGION ORTHOPAEDIC ASSOCIATES, PC,3779496393.000,NY,PQRS_GRP_24_1,Osteoporosis: Communication with the Physician Managing On-going Care Post-Fracture of Hip, Spine or Distal Radius for Men and Women Aged 50 Years and Older,100.000,REG,Y
UCSF MEDICAL GROUP BUSINESS SERVICES,3779497870.000,CA,PQRS_GRP_32_1,Stroke and Stroke Rehabilitation: Discharged on Antithrombotic Therapy,67.000,REG,Y
UCSF MEDICAL GROUP BUSINESS SERVICES,3779497870.000,CA,PQRS_GRP_334_1,Adult Sinusitis: More than One Computerized Tomography (CT) Scan Within 90 Days for Chronic Sinusitis (Overuse),0.000,REG,N
UCSF MEDICAL GROUP BUSINESS SERVICES,3779497870.000,CA,PQRS_GRP_6_1,Coronary Artery Disease (CAD): Antiplatelet Therapy,83.000,REG,Y
IYABO DARAMOLA MD INC,3779537543.000,CA,PQRS_GRP_173_1,Preventive Care and Screening: Unhealthy Alcohol Use Â– Screening,89.000,REG,Y
IYABO DARAMOLA MD INC,3779537543.000,CA,PQRS_GRP_39_1,Screening or Therapy for Osteoporosis for Women Aged 65 Years and Older,80.000,REG,Y
IYABO DARAMOLA MD INC,3779537543.000,CA,PQRS_GRP_41_1,Osteoporosis: Pharmacologic Therapy for Men and Women Aged 50 Years and Older,80.000,REG,Y
IYABO DARAMOLA MD INC,3779537543.000,CA,PQRS_GRP_6_1,Coronary Artery Disease (CAD): Antiplatelet Therapy,90.000,REG,Y
TRI-STATE NEUROSURGICAL ASSOCIATES INC,3779539374.000,PA,PQRS_GRP_163_1,Diabetes: Foot Exam,12.000,REG,Y
BROWN-FOLSE RADIOLOGY GROUP, LLC,3779559984.000,MS,PQRS_GRP_146_1,Radiology: Inappropriate Use of Â“Probably BenignÂ” Assessment Category in Mammography Screening*,0.000,REG,Y
BROWN-FOLSE RADIOLOGY GROUP, LLC,3779559984.000,MS,PQRS_GRP_195_1,Radiology: Stenosis Measurement in Carotid Imaging Reports,83.000,REG,Y
BROWN-FOLSE RADIOLOGY GROUP, LLC,3779559984.000,MS,PQRS_GRP_225_1,Radiology: Reminder System for Screening Mammograms,98.000,REG,Y
VOLPE RUSSELL CHIU AND ABEL MDS,3779563374.000,CA,PQRS_GRP_119_1,Diabetes: Medical Attention for Nephropathy,86.000,REG,Y
VOLPE RUSSELL CHIU AND ABEL MDS,3779563374.000,CA,PQRS_GRP_121_1,Adult Kidney Disease: Laboratory Testing (Lipid Profile),79.000,REG,Y
VOLPE RUSSELL CHIU AND ABEL MDS,3779563374.000,CA,PQRS_GRP_238_1,Use of High-Risk Medications in the Elderly*,9.000,REG,N
VOLPE RUSSELL CHIU AND ABEL MDS,3779563374.000,CA,PQRS_GRP_238_2,Use of High-Risk Medications in the Elderly*,1.000,REG,Y
VOLPE RUSSELL CHIU AND ABEL MDS,3779563374.000,CA,PQRS_GRP_39_1,Screening or Therapy for Osteoporosis for Women Aged 65 Years and Older,35.000,REG,Y
VOLPE RUSSELL CHIU AND ABEL MDS,3779563374.000,CA,PQRS_GRP_41_1,Osteoporosis: Pharmacologic Therapy for Men and Women Aged 50 Years and Older,65.000,REG,Y
GEORGIA EMERGENCY CARE PC,3779595350.000,GA,PQRS_GRP_116_1,Antibiotic Treatment for Adults with Acute Bronchitis: Avoidance of Inappropriate Use,17.000,REG,N
GEORGIA EMERGENCY CARE PC,3779595350.000,GA,PQRS_GRP_331_1,Adult Sinusitis: Antibiotic Prescribed for Acute Sinusitis (Appropriate Use)*,72.000,REG,Y
GEORGIA EMERGENCY CARE PC,3779595350.000,GA,PQRS_GRP_332_1,Adult Sinusitis: Appropriate Choice of Antibiotic: Amoxicillin Prescribed for Patients with Acute Bacterial Sinusitis (Appropriate Use),41.000,REG,Y
GEORGIA EMERGENCY CARE PC,3779595350.000,GA,PQRS_GRP_54_1,Emergency Medicine: 12-Lead Electrocardiogram (ECG) Performed for Non-Traumatic Chest Pain,95.000,REG,Y
HOPKINS COUNTY PHYSICIAN SERVICES,3779656434.000,TX,PQRS_GRP_119_1,Diabetes: Medical Attention for Nephropathy,81.000,REG,Y
HOPKINS COUNTY PHYSICIAN SERVICES,3779656434.000,TX,PQRS_GRP_143_1,Oncology: Medical and Radiation Â– Pain Intensity Quantified,76.000,REG,Y
HOPKINS COUNTY PHYSICIAN SERVICES,3779656434.000,TX,PQRS_GRP_173_1,Preventive Care and Screening: Unhealthy Alcohol Use Â– Screening,75.000,REG,Y
HOPKINS COUNTY PHYSICIAN SERVICES,3779656434.000,TX,PQRS_GRP_6_1,Coronary Artery Disease (CAD): Antiplatelet Therapy,80.000,REG,Y
MISSOURI MEDICAL PARTNERS LLC,3779659222.000,MO,PQRS_GRP_119_1,Diabetes: Medical Attention for Nephropathy,66.000,REG,Y
SKYRIDGE CLINICAL ASSOCIATES LLC,3779662960.000,TN,PQRS_GRP_119_1,Diabetes: Medical Attention for Nephropathy,80.000,REG,Y
SKYRIDGE CLINICAL ASSOCIATES LLC,3779662960.000,TN,PQRS_GRP_334_1,Adult Sinusitis: More than One Computerized Tomography (CT) Scan Within 90 Days for Chronic Sinusitis (Overuse),2.000,REG,N
ASPIRUS ONTONAGON HOSPITAL INC,3779679147.000,MI,PQRS_GRP_119_1,Diabetes: Medical Attention for Nephropathy,54.000,REG,Y
ASPIRUS ONTONAGON HOSPITAL INC,3779679147.000,MI,PQRS_GRP_238_1,Use of High-Risk Medications in the Elderly*,19.000,REG,N
ASPIRUS ONTONAGON HOSPITAL INC,3779679147.000,MI,PQRS_GRP_238_2,Use of High-Risk Medications in the Elderly*,12.000,REG,Y
SCL HEALTH MEDICAL GROUP-GRAND JUNCTION LLC,3779707856.000,CO,PQRS_GRP_110_1,Preventive Care and Screening: Influenza Immunization,41.000,WI,Y
SCL HEALTH MEDICAL GROUP-GRAND JUNCTION LLC,3779707856.000,CO,PQRS_GRP_111_1,Pneumonia Vaccination Status for Older Adults,44.000,WI,Y
SCL HEALTH MEDICAL GROUP-GRAND JUNCTION LLC,3779707856.000,CO,PQRS_GRP_112_1,Breast Cancer Screening,33.000,WI,Y
SCL HEALTH MEDICAL GROUP-GRAND JUNCTION LLC,3779707856.000,CO,PQRS_GRP_113_1,Colorectal Cancer Screening,3.000,WI,Y
SCL HEALTH MEDICAL GROUP-GRAND JUNCTION LLC,3779707856.000,CO,PQRS_GRP_117_1,Diabetes: Eye Exam,70.656,WI,Y
MICHIGAN STATE UNIVERSITY,3870405954.000,MI,PQRS_GRP_113_1,Colorectal Cancer Screening,51.000,WI,Y
SCL HEALTH MEDICAL GROUP-GRAND JUNCTION LLC,3779707856.000,CO,PQRS_GRP_118_1,Coronary Artery Disease (CAD): Angiotensin-Converting Enzyme (ACE) Inhibitor or Angiotensin Receptor Blocker (ARB) Therapy -- Diabetes or Left Ventricular Systolic Dysfunction (LVEF < 40%),70.656,WI,Y
SCL HEALTH MEDICAL GROUP-GRAND JUNCTION LLC,3779707856.000,CO,PQRS_GRP_128_1,Preventive Care and Screening: Body Mass Index (BMI) Screening and Follow-Up Plan,38.000,WI,Y
SCL HEALTH MEDICAL GROUP-GRAND JUNCTION LLC,3779707856.000,CO,PQRS_GRP_130_1,Documentation of Current Medications in the Medical Record,79.000,WI,Y
SCL HEALTH MEDICAL GROUP-GRAND JUNCTION LLC,3779707856.000,CO,PQRS_GRP_134_1,Preventive Care and Screening: Screening for Clinical Depression and Follow-Up Plan,6.000,WI,Y
SCL HEALTH MEDICAL GROUP-GRAND JUNCTION LLC,3779707856.000,CO,PQRS_GRP_204_1,Ischemic Vascular Disease (IVD): Use of Aspirin or Another Antithrombotic,70.656,WI,Y
SCL HEALTH MEDICAL GROUP-GRAND JUNCTION LLC,3779707856.000,CO,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,75.000,WI,Y
SCL HEALTH MEDICAL GROUP-GRAND JUNCTION LLC,3779707856.000,CO,PQRS_GRP_317_1,Preventive Care and Screening: Screening for High Blood Pressure and Follow-Up Documented,33.000,WI,Y
SCL HEALTH MEDICAL GROUP-GRAND JUNCTION LLC,3779707856.000,CO,PQRS_GRP_318_1,Falls: Screening for Fall Risk,0.000,WI,Y
SCL HEALTH MEDICAL GROUP-GRAND JUNCTION LLC,3779707856.000,CO,PQRS_GRP_8_1,Heart Failure (HF): Beta-Blocker Therapy for Left Ventricular Systolic Dysfunction (LVSD),70.656,WI,Y
OC GASTROCARE,3779716501.000,CA,PQRS_GRP_173_1,Preventive Care and Screening: Unhealthy Alcohol Use Â– Screening,100.000,REG,Y
OC GASTROCARE,3779716501.000,CA,PQRS_GRP_185_1,Colonoscopy Interval for Patients with a History of Adenomatous Polyps Â– Avoidance of Inappropriate Use,100.000,REG,Y
OC GASTROCARE,3779716501.000,CA,PQRS_GRP_265_1,Biopsy Follow-Up,100.000,REG,Y
OC GASTROCARE,3779716501.000,CA,PQRS_GRP_320_1,Appropriate Follow-Up Interval for Normal Colonoscopy in Average Risk Patients,100.000,REG,Y
OC GASTROCARE,3779716501.000,CA,PQRS_GRP_46_2,Medication Reconciliation,100.000,REG,Y
CITY OF HOPE MEDICAL FOUNDATION,3779751656.000,CA,PQRS_GRP_119_1,Diabetes: Medical Attention for Nephropathy,70.000,REG,Y
CITY OF HOPE MEDICAL FOUNDATION,3779751656.000,CA,PQRS_GRP_143_1,Oncology: Medical and Radiation Â– Pain Intensity Quantified,91.000,REG,Y
EVOLUTION SPORTS PHYSIOTHERAPY - WHITE MARSH LLC,3779804307.000,MD,PQRS_GRP_131_1,Pain Assessment and Follow-Up,100.000,REG,Y
EVOLUTION SPORTS PHYSIOTHERAPY - WHITE MARSH LLC,3779804307.000,MD,PQRS_GRP_182_1,Functional Outcome Assessment,100.000,REG,Y
UNIVERSITY OF MIAMI,3870405301.000,FL,PQRS_GRP_119_1,Diabetes: Medical Attention for Nephropathy,88.000,REG,Y
UNIVERSITY OF MIAMI,3870405301.000,FL,PQRS_GRP_155_1,Falls: Plan of Care,97.000,REG,Y
UNIVERSITY OF MIAMI,3870405301.000,FL,PQRS_GRP_173_1,Preventive Care and Screening: Unhealthy Alcohol Use Â– Screening,97.000,REG,Y
UNIVERSITY OF MIAMI,3870405301.000,FL,PQRS_GRP_41_1,Osteoporosis: Pharmacologic Therapy for Men and Women Aged 50 Years and Older,74.000,REG,Y
SHAWNEE MEDICAL CENTER CLINIC, INC.,3870405434.000,OK,PQRS_GRP_119_1,Diabetes: Medical Attention for Nephropathy,100.000,REG,Y
SHAWNEE MEDICAL CENTER CLINIC, INC.,3870405434.000,OK,PQRS_GRP_122_1,Adult Kidney Disease: Blood Pressure Management,100.000,REG,N
SHAWNEE MEDICAL CENTER CLINIC, INC.,3870405434.000,OK,PQRS_GRP_126_1,Diabetes Mellitus: Diabetic Foot and Ankle Care, Peripheral Neuropathy Â– Neurological Evaluation,49.000,REG,Y
SHAWNEE MEDICAL CENTER CLINIC, INC.,3870405434.000,OK,PQRS_GRP_163_1,Diabetes: Foot Exam,36.000,REG,Y
SHAWNEE MEDICAL CENTER CLINIC, INC.,3870405434.000,OK,PQRS_GRP_173_1,Preventive Care and Screening: Unhealthy Alcohol Use Â– Screening,100.000,REG,Y
SHAWNEE MEDICAL CENTER CLINIC, INC.,3870405434.000,OK,PQRS_GRP_238_1,Use of High-Risk Medications in the Elderly*,34.000,REG,N
SHAWNEE MEDICAL CENTER CLINIC, INC.,3870405434.000,OK,PQRS_GRP_238_2,Use of High-Risk Medications in the Elderly*,10.000,REG,Y
MICHIGAN STATE UNIVERSITY,3870405954.000,MI,PQRS_GRP_110_1,Preventive Care and Screening: Influenza Immunization,52.000,WI,Y
MICHIGAN STATE UNIVERSITY,3870405954.000,MI,PQRS_GRP_111_1,Pneumonia Vaccination Status for Older Adults,66.000,WI,Y
MICHIGAN STATE UNIVERSITY,3870405954.000,MI,PQRS_GRP_112_1,Breast Cancer Screening,61.000,WI,Y
MICHIGAN STATE UNIVERSITY,3870405954.000,MI,PQRS_GRP_117_1,Diabetes: Eye Exam,40.000,WI,Y
MICHIGAN STATE UNIVERSITY,3870405954.000,MI,PQRS_GRP_118_1,Coronary Artery Disease (CAD): Angiotensin-Converting Enzyme (ACE) Inhibitor or Angiotensin Receptor Blocker (ARB) Therapy -- Diabetes or Left Ventricular Systolic Dysfunction (LVEF < 40%),89.000,WI,Y
MICHIGAN STATE UNIVERSITY,3870405954.000,MI,PQRS_GRP_128_1,Preventive Care and Screening: Body Mass Index (BMI) Screening and Follow-Up Plan,48.000,WI,Y
MICHIGAN STATE UNIVERSITY,3870405954.000,MI,PQRS_GRP_130_1,Documentation of Current Medications in the Medical Record,92.000,WI,Y
MICHIGAN STATE UNIVERSITY,3870405954.000,MI,PQRS_GRP_134_1,Preventive Care and Screening: Screening for Clinical Depression and Follow-Up Plan,7.000,WI,Y
MICHIGAN STATE UNIVERSITY,3870405954.000,MI,PQRS_GRP_204_1,Ischemic Vascular Disease (IVD): Use of Aspirin or Another Antithrombotic,89.000,WI,Y
MICHIGAN STATE UNIVERSITY,3870405954.000,MI,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,87.000,WI,Y
MICHIGAN STATE UNIVERSITY,3870405954.000,MI,PQRS_GRP_317_1,Preventive Care and Screening: Screening for High Blood Pressure and Follow-Up Documented,41.000,WI,Y
MICHIGAN STATE UNIVERSITY,3870405954.000,MI,PQRS_GRP_318_1,Falls: Screening for Fall Risk,7.000,WI,Y
MICHIGAN STATE UNIVERSITY,3870405954.000,MI,PQRS_GRP_8_1,Heart Failure (HF): Beta-Blocker Therapy for Left Ventricular Systolic Dysfunction (LVSD),70.656,WI,Y
BRIGHAM AND WOMENS PHYSICIANS ORGANIZATION INC,3870405988.000,MA,PQRS_GRP_6_1,Coronary Artery Disease (CAD): Antiplatelet Therapy,60.000,REG,Y
BAYSIDE HEALTH ASSOCIATION,3870488901.000,DE,PQRS_GRP_39_1,Screening or Therapy for Osteoporosis for Women Aged 65 Years and Older,58.000,REG,Y
BAYSIDE HEALTH ASSOCIATION,3870488901.000,DE,PQRS_GRP_48_1,Urinary Incontinence: Assessment of Presence or Absence of Urinary Incontinence in Women Aged 65 Years and Older,98.000,REG,Y
BAYSIDE HEALTH ASSOCIATION,3870488901.000,DE,PQRS_GRP_50_1,Urinary Incontinence: Plan of Care for Urinary Incontinence in Women Aged 65 Years and Older,85.000,REG,Y
PEDIATRIC CARDIOLOGY,3870490139.000,NY,PQRS_GRP_173_1,Preventive Care and Screening: Unhealthy Alcohol Use Â– Screening,63.000,REG,Y
UNIVERSITY OF MIAMI,3870490675.000,FL,PQRS_GRP_144_1,Oncology: Medical and Radiation Â– Plan of Care for Pain,81.000,REG,Y
UNIVERSITY OF MIAMI,3870490675.000,FL,PQRS_GRP_154_1,Falls: Risk Assessment,68.000,REG,Y
UNIVERSITY OF MIAMI,3870490675.000,FL,PQRS_GRP_155_1,Falls: Plan of Care,87.000,REG,Y
UNIVERSITY OF MIAMI,3870490675.000,FL,PQRS_GRP_173_1,Preventive Care and Screening: Unhealthy Alcohol Use Â– Screening,97.000,REG,Y
UNIVERSITY OF MIAMI,3870490675.000,FL,PQRS_GRP_194_1,Oncology: Cancer Stage Documented,85.000,REG,Y
MEDICAL ASSOCIATES CLINIC, P.C.,3870491228.000,IA,PQRS_GRP_110_1,Preventive Care and Screening: Influenza Immunization,65.000,WI,Y
MEDICAL ASSOCIATES CLINIC, P.C.,3870491228.000,IA,PQRS_GRP_111_1,Pneumonia Vaccination Status for Older Adults,76.000,WI,Y
MEDICAL ASSOCIATES CLINIC, P.C.,3870491228.000,IA,PQRS_GRP_112_1,Breast Cancer Screening,74.000,WI,Y
MEDICAL ASSOCIATES CLINIC, P.C.,3870491228.000,IA,PQRS_GRP_113_1,Colorectal Cancer Screening,73.000,WI,Y
MEDICAL ASSOCIATES CLINIC, P.C.,3870491228.000,IA,PQRS_GRP_117_1,Diabetes: Eye Exam,95.000,WI,Y
MEDICAL ASSOCIATES CLINIC, P.C.,3870491228.000,IA,PQRS_GRP_118_1,Coronary Artery Disease (CAD): Angiotensin-Converting Enzyme (ACE) Inhibitor or Angiotensin Receptor Blocker (ARB) Therapy -- Diabetes or Left Ventricular Systolic Dysfunction (LVEF < 40%),82.000,WI,Y
MEDICAL ASSOCIATES CLINIC, P.C.,3870491228.000,IA,PQRS_GRP_128_1,Preventive Care and Screening: Body Mass Index (BMI) Screening and Follow-Up Plan,55.000,WI,Y
MEDICAL ASSOCIATES CLINIC, P.C.,3870491228.000,IA,PQRS_GRP_130_1,Documentation of Current Medications in the Medical Record,87.000,WI,Y
MEDICAL ASSOCIATES CLINIC, P.C.,3870491228.000,IA,PQRS_GRP_134_1,Preventive Care and Screening: Screening for Clinical Depression and Follow-Up Plan,34.000,WI,Y
MEDICAL ASSOCIATES CLINIC, P.C.,3870491228.000,IA,PQRS_GRP_204_1,Ischemic Vascular Disease (IVD): Use of Aspirin or Another Antithrombotic,84.000,WI,Y
MEDICAL ASSOCIATES CLINIC, P.C.,3870491228.000,IA,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,98.000,WI,Y
MEDICAL ASSOCIATES CLINIC, P.C.,3870491228.000,IA,PQRS_GRP_317_1,Preventive Care and Screening: Screening for High Blood Pressure and Follow-Up Documented,43.000,WI,Y
MEDICAL ASSOCIATES CLINIC, P.C.,3870491228.000,IA,PQRS_GRP_318_1,Falls: Screening for Fall Risk,63.000,WI,Y
MEDICAL ASSOCIATES CLINIC, P.C.,3870491228.000,IA,PQRS_GRP_8_1,Heart Failure (HF): Beta-Blocker Therapy for Left Ventricular Systolic Dysfunction (LVSD),79.000,WI,Y
JOINT TOWNSHIP DISTRICT MEMORIAL HOSPITAL,3870491590.000,OH,PQRS_GRP_131_1,Pain Assessment and Follow-Up,69.000,REG,Y
JOINT TOWNSHIP DISTRICT MEMORIAL HOSPITAL,3870491590.000,OH,PQRS_GRP_173_1,Preventive Care and Screening: Unhealthy Alcohol Use Â– Screening,93.000,REG,Y
JOINT TOWNSHIP DISTRICT MEMORIAL HOSPITAL,3870491590.000,OH,PQRS_GRP_193_1,Perioperative Temperature Management,99.000,REG,Y
JOINT TOWNSHIP DISTRICT MEMORIAL HOSPITAL,3870491590.000,OH,PQRS_GRP_51_1,Chronic Obstructive Pulmonary Disease (COPD): Spirometry Evaluation,52.000,REG,Y
JOINT TOWNSHIP DISTRICT MEMORIAL HOSPITAL,3870491590.000,OH,PQRS_GRP_6_1,Coronary Artery Disease (CAD): Antiplatelet Therapy,92.000,REG,Y
OZARKS MEDICAL CENTER,3870491863.000,MO,PQRS_GRP_110_1,Preventive Care and Screening: Influenza Immunization,59.000,WI,Y
OZARKS MEDICAL CENTER,3870491863.000,MO,PQRS_GRP_111_1,Pneumonia Vaccination Status for Older Adults,51.000,WI,Y
OZARKS MEDICAL CENTER,3870491863.000,MO,PQRS_GRP_112_1,Breast Cancer Screening,12.000,WI,Y
OZARKS MEDICAL CENTER,3870491863.000,MO,PQRS_GRP_113_1,Colorectal Cancer Screening,24.000,WI,Y
OZARKS MEDICAL CENTER,3870491863.000,MO,PQRS_GRP_117_1,Diabetes: Eye Exam,3.000,WI,Y
OZARKS MEDICAL CENTER,3870491863.000,MO,PQRS_GRP_118_1,Coronary Artery Disease (CAD): Angiotensin-Converting Enzyme (ACE) Inhibitor or Angiotensin Receptor Blocker (ARB) Therapy -- Diabetes or Left Ventricular Systolic Dysfunction (LVEF < 40%),79.000,WI,Y
OZARKS MEDICAL CENTER,3870491863.000,MO,PQRS_GRP_128_1,Preventive Care and Screening: Body Mass Index (BMI) Screening and Follow-Up Plan,56.000,WI,Y
OZARKS MEDICAL CENTER,3870491863.000,MO,PQRS_GRP_130_1,Documentation of Current Medications in the Medical Record,93.000,WI,Y
OZARKS MEDICAL CENTER,3870491863.000,MO,PQRS_GRP_134_1,Preventive Care and Screening: Screening for Clinical Depression and Follow-Up Plan,0.000,WI,Y
OZARKS MEDICAL CENTER,3870491863.000,MO,PQRS_GRP_204_1,Ischemic Vascular Disease (IVD): Use of Aspirin or Another Antithrombotic,87.000,WI,Y
