Organization legal name or 'doing business as' name,Group PAC ID, State,Measure Identifier,Measure Title,Measure Performance Rate,Footnote,State,Participating in PQRS,Inverse Measure,Reporting Mechanism,Reported on PC Live Site
RONCEVERTE PHYSICIAN GROUP LLC,3072652767.000,$null$,PQRS_GRP_119_1,Diabetes: Medical Attention for Nephropathy,74.000,$null$,WV,Y,N,REG,Y
RONCEVERTE PHYSICIAN GROUP LLC,3072652767.000,$null$,PQRS_GRP_6_1,Coronary Artery Disease (CAD): Antiplatelet Therapy,75.000,$null$,WV,Y,N,REG,Y
PROGRESSIVE PHYSICAL THERAPY INC.,3072699131.000,$null$,PQRS_GRP_131_1,Pain Assessment and Follow-Up,100.000,$null$,IL,Y,N,REG,Y
PROGRESSIVE PHYSICAL THERAPY INC.,3072699131.000,$null$,PQRS_GRP_154_1,Falls: Risk Assessment,100.000,$null$,IL,Y,N,REG,Y
PROGRESSIVE PHYSICAL THERAPY INC.,3072699131.000,$null$,PQRS_GRP_155_1,Falls: Plan of Care,98.000,$null$,IL,Y,N,REG,Y
PROGRESSIVE PHYSICAL THERAPY INC.,3072699131.000,$null$,PQRS_GRP_182_1,Functional Outcome Assessment,100.000,$null$,IL,Y,N,REG,Y
METHODIST-CDI,3072836600.000,$null$,PQRS_GRP_145_1,Radiology: Exposure Time Reported for Procedures Using Fluoroscopy,95.000,$null$,TX,Y,N,REG,Y
METHODIST-CDI,3072836600.000,$null$,PQRS_GRP_146_1,Radiology: Inappropriate Use of Â“Probably BenignÂ” Assessment Category in Mammography Screening*,0.000,$null$,TX,Y,Y,REG,Y
METHODIST-CDI,3072836600.000,$null$,PQRS_GRP_195_1,Radiology: Stenosis Measurement in Carotid Imaging Reports,91.000,$null$,TX,Y,N,REG,Y
METHODIST-CDI,3072836600.000,$null$,PQRS_GRP_225_1,Radiology: Reminder System for Screening Mammograms,100.000,$null$,TX,Y,N,REG,Y
MERZ, INC.,3173418456.000,$null$,PQRS_GRP_131_1,Pain Assessment and Follow-Up,100.000,$null$,MN,Y,N,REG,Y
MERZ, INC.,3173418456.000,$null$,PQRS_GRP_154_1,Falls: Risk Assessment,45.000,$null$,MN,Y,N,REG,Y
MERZ, INC.,3173418456.000,$null$,PQRS_GRP_182_1,Functional Outcome Assessment,99.000,$null$,MN,Y,N,REG,Y
UNIVERSITY OF ROCHESTER DEPARTMENT OF PSYCHIATRY CLINICAL GROUP,3173420429.000,$null$,PQRS_GRP_119_1,Diabetes: Medical Attention for Nephropathy,94.000,$null$,NY,Y,N,REG,Y
UNIVERSITY OF ROCHESTER DEPARTMENT OF PSYCHIATRY CLINICAL GROUP,3173420429.000,$null$,PQRS_GRP_173_1,Preventive Care and Screening: Unhealthy Alcohol Use Â– Screening,94.000,$null$,NY,Y,N,REG,Y
HUDSON VALLEY CARDIOLOGISTS,PC,3173422243.000,$null$,PQRS_GRP_238_1,Use of High-Risk Medications in the Elderly*,98.000,$null$,NY,Y,Y,REG,N
HUDSON VALLEY CARDIOLOGISTS,PC,3173422243.000,$null$,PQRS_GRP_46_1,Medication Reconciliation,97.000,$null$,NY,Y,N,REG,N
HUDSON VALLEY CARDIOLOGISTS,PC,3173422243.000,$null$,PQRS_GRP_46_2,Medication Reconciliation,100.000,$null$,NY,Y,N,REG,Y
HUDSON VALLEY CARDIOLOGISTS,PC,3173422243.000,$null$,PQRS_GRP_7_1,Coronary Artery Disease (CAD): Beta-Blocker Therapy Â– Prior Myocardial Infarction (MI) or Left Ventricular Systolic Dysfunction (LVEF < 40%),100.000,$null$,NY,Y,N,REG,Y
HUDSON VALLEY CARDIOLOGISTS,PC,3173422243.000,$null$,PQRS_GRP_7_2,Coronary Artery Disease (CAD): Beta-Blocker Therapy Â– Prior Myocardial Infarction (MI) or Left Ventricular Systolic Dysfunction (LVEF < 40%),100.000,$null$,NY,Y,N,REG,Y
LAKE DERMATOLOGY MEDICAL ASSOC INC,3173427465.000,$null$,PQRS_GRP_137_1,Melanoma: Continuity of Care Â– Recall System,100.000,$null$,CA,Y,N,REG,Y
LAKE DERMATOLOGY MEDICAL ASSOC INC,3173427465.000,$null$,PQRS_GRP_173_1,Preventive Care and Screening: Unhealthy Alcohol Use Â– Screening,45.000,$null$,CA,Y,N,REG,Y
LAKE DERMATOLOGY MEDICAL ASSOC INC,3173427465.000,$null$,PQRS_GRP_224_1,Melanoma: Overutilization of Imaging Studies in Melanoma,100.000,$null$,CA,Y,N,REG,N
LAKE DERMATOLOGY MEDICAL ASSOC INC,3173427465.000,$null$,PQRS_GRP_47_1,Care Plan,11.000,$null$,CA,Y,N,REG,Y
CONWAY REGIONAL MEDICAL CENTER INC,3173428414.000,$null$,PQRS_GRP_109_1,Osteoarthritis (OA): Function and Pain Assessment,3.000,$null$,AR,Y,N,REG,Y
CONWAY REGIONAL MEDICAL CENTER INC,3173428414.000,$null$,PQRS_GRP_358_1,Patient-Centered Surgical Risk Assessment and Communication,45.000,$null$,AR,Y,N,REG,Y
CONWAY REGIONAL MEDICAL CENTER INC,3173428414.000,$null$,PQRS_GRP_54_1,Emergency Medicine: 12-Lead Electrocardiogram (ECG) Performed for Non-Traumatic Chest Pain,98.000,$null$,AR,Y,N,REG,Y
CONWAY REGIONAL MEDICAL CENTER INC,3173428414.000,$null$,PQRS_GRP_76_1,Prevention of Central Venous Catheter (CVC)-Related Bloodstream Infections,100.000,$null$,AR,Y,N,REG,Y
COMMUNITY REHAB LLC,3173428562.000,$null$,PQRS_GRP_131_1,Pain Assessment and Follow-Up,96.000,$null$,NE,Y,N,REG,Y
COMMUNITY REHAB LLC,3173428562.000,$null$,PQRS_GRP_154_1,Falls: Risk Assessment,81.000,$null$,NE,Y,N,REG,Y
COMMUNITY REHAB LLC,3173428562.000,$null$,PQRS_GRP_155_1,Falls: Plan of Care,100.000,$null$,NE,Y,N,REG,Y
COMMUNITY REHAB LLC,3173428562.000,$null$,PQRS_GRP_182_1,Functional Outcome Assessment,94.000,$null$,NE,Y,N,REG,Y
NEW CENTURY PHYSICIANS OF NEBRASKA LLC,3173429537.000,$null$,PQRS_GRP_54_1,Emergency Medicine: 12-Lead Electrocardiogram (ECG) Performed for Non-Traumatic Chest Pain,99.000,$null$,NE,Y,N,REG,Y
ACS PRIMARY CARE PHYSICIANS-MIDWEST,3173435229.000,$null$,PQRS_GRP_116_1,Antibiotic Treatment for Adults with Acute Bronchitis: Avoidance of Inappropriate Use,13.000,$null$,KY,Y,N,REG,N
ACS PRIMARY CARE PHYSICIANS-MIDWEST,3173435229.000,$null$,PQRS_GRP_54_1,Emergency Medicine: 12-Lead Electrocardiogram (ECG) Performed for Non-Traumatic Chest Pain,97.000,$null$,KY,Y,N,REG,Y
UT MEDICAL GROUP, INC.,3173435369.000,$null$,PQRS_GRP_110_1,Preventive Care and Screening: Influenza Immunization,45.000,$null$,TN,Y,N,WI,Y
UT MEDICAL GROUP, INC.,3173435369.000,$null$,PQRS_GRP_111_1,Pneumonia Vaccination Status for Older Adults,21.000,$null$,TN,Y,N,WI,Y
UT MEDICAL GROUP, INC.,3173435369.000,$null$,PQRS_GRP_112_1,Breast Cancer Screening,40.000,$null$,TN,Y,N,WI,Y
UT MEDICAL GROUP, INC.,3173435369.000,$null$,PQRS_GRP_113_1,Colorectal Cancer Screening,34.000,$null$,TN,Y,N,WI,Y
UT MEDICAL GROUP, INC.,3173435369.000,$null$,PQRS_GRP_117_1,Diabetes: Eye Exam,25.000,$null$,TN,Y,N,WI,Y
UT MEDICAL GROUP, INC.,3173435369.000,$null$,PQRS_GRP_118_1,Coronary Artery Disease (CAD): Angiotensin-Converting Enzyme (ACE) Inhibitor or Angiotensin Receptor Blocker (ARB) Therapy -- Diabetes or Left Ventricular Systolic Dysfunction (LVEF < 40%),88.000,$null$,TN,Y,N,WI,Y
UT MEDICAL GROUP, INC.,3173435369.000,$null$,PQRS_GRP_128_1,Preventive Care and Screening: Body Mass Index (BMI) Screening and Follow-Up Plan,50.000,$null$,TN,Y,N,WI,Y
UT MEDICAL GROUP, INC.,3173435369.000,$null$,PQRS_GRP_130_1,Documentation of Current Medications in the Medical Record,87.000,$null$,TN,Y,N,WI,Y
UT MEDICAL GROUP, INC.,3173435369.000,$null$,PQRS_GRP_134_1,Preventive Care and Screening: Screening for Clinical Depression and Follow-Up Plan,10.000,$null$,TN,Y,N,WI,Y
UT MEDICAL GROUP, INC.,3173435369.000,$null$,PQRS_GRP_204_1,Ischemic Vascular Disease (IVD): Use of Aspirin or Another Antithrombotic,91.000,$null$,TN,Y,N,WI,Y
UT MEDICAL GROUP, INC.,3173435369.000,$null$,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,80.000,$null$,TN,Y,N,WI,Y
UT MEDICAL GROUP, INC.,3173435369.000,$null$,PQRS_GRP_317_1,Preventive Care and Screening: Screening for High Blood Pressure and Follow-Up Documented,40.000,$null$,TN,Y,N,WI,Y
UT MEDICAL GROUP, INC.,3173435369.000,$null$,PQRS_GRP_318_1,Falls: Screening for Fall Risk,34.000,$null$,TN,Y,N,WI,Y
UT MEDICAL GROUP, INC.,3173435369.000,$null$,PQRS_GRP_8_1,Heart Failure (HF): Beta-Blocker Therapy for Left Ventricular Systolic Dysfunction (LVSD),96.000,$null$,TN,Y,N,WI,Y
DHHS,PHS,NAIHS, GALLUP INDIAN MEDICAL CENTER,3173436409.000,$null$,PQRS_GRP_110_1,Preventive Care and Screening: Influenza Immunization,90.000,$null$,NM,Y,N,WI,Y
DHHS,PHS,NAIHS, GALLUP INDIAN MEDICAL CENTER,3173436409.000,$null$,PQRS_GRP_111_1,Pneumonia Vaccination Status for Older Adults,96.000,$null$,NM,Y,N,WI,Y
DHHS,PHS,NAIHS, GALLUP INDIAN MEDICAL CENTER,3173436409.000,$null$,PQRS_GRP_112_1,Breast Cancer Screening,81.000,$null$,NM,Y,N,WI,Y
DHHS,PHS,NAIHS, GALLUP INDIAN MEDICAL CENTER,3173436409.000,$null$,PQRS_GRP_113_1,Colorectal Cancer Screening,38.000,$null$,NM,Y,N,WI,Y
DHHS,PHS,NAIHS, GALLUP INDIAN MEDICAL CENTER,3173436409.000,$null$,PQRS_GRP_117_1,Diabetes: Eye Exam,85.000,$null$,NM,Y,N,WI,Y
DHHS,PHS,NAIHS, GALLUP INDIAN MEDICAL CENTER,3173436409.000,$null$,PQRS_GRP_118_1,Coronary Artery Disease (CAD): Angiotensin-Converting Enzyme (ACE) Inhibitor or Angiotensin Receptor Blocker (ARB) Therapy -- Diabetes or Left Ventricular Systolic Dysfunction (LVEF < 40%),94.000,$null$,NM,Y,N,WI,Y
DHHS,PHS,NAIHS, GALLUP INDIAN MEDICAL CENTER,3173436409.000,$null$,PQRS_GRP_128_1,Preventive Care and Screening: Body Mass Index (BMI) Screening and Follow-Up Plan,77.000,$null$,NM,Y,N,WI,Y
DHHS,PHS,NAIHS, GALLUP INDIAN MEDICAL CENTER,3173436409.000,$null$,PQRS_GRP_130_1,Documentation of Current Medications in the Medical Record,93.000,$null$,NM,Y,N,WI,Y
DHHS,PHS,NAIHS, GALLUP INDIAN MEDICAL CENTER,3173436409.000,$null$,PQRS_GRP_134_1,Preventive Care and Screening: Screening for Clinical Depression and Follow-Up Plan,96.000,$null$,NM,Y,N,WI,Y
DHHS,PHS,NAIHS, GALLUP INDIAN MEDICAL CENTER,3173436409.000,$null$,PQRS_GRP_204_1,Ischemic Vascular Disease (IVD): Use of Aspirin or Another Antithrombotic,93.000,$null$,NM,Y,N,WI,Y
DHHS,PHS,NAIHS, GALLUP INDIAN MEDICAL CENTER,3173436409.000,$null$,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,100.000,$null$,NM,Y,N,WI,Y
DHHS,PHS,NAIHS, GALLUP INDIAN MEDICAL CENTER,3173436409.000,$null$,PQRS_GRP_317_1,Preventive Care and Screening: Screening for High Blood Pressure and Follow-Up Documented,97.000,$null$,NM,Y,N,WI,Y
DHHS,PHS,NAIHS, GALLUP INDIAN MEDICAL CENTER,3173436409.000,$null$,PQRS_GRP_318_1,Falls: Screening for Fall Risk,100.000,$null$,NM,Y,N,WI,Y
DHHS,PHS,NAIHS, GALLUP INDIAN MEDICAL CENTER,3173436409.000,$null$,PQRS_GRP_8_1,Heart Failure (HF): Beta-Blocker Therapy for Left Ventricular Systolic Dysfunction (LVSD),97.000,$null$,NM,Y,N,WI,Y
ENT HEAD AND NECK SPECIALISTS, PC,3173500451.000,$null$,PQRS_GRP_331_1,Adult Sinusitis: Antibiotic Prescribed for Acute Sinusitis (Appropriate Use)*,62.000,$null$,PA,Y,Y,REG,Y
ENT HEAD AND NECK SPECIALISTS, PC,3173500451.000,$null$,PQRS_GRP_332_1,Adult Sinusitis: Appropriate Choice of Antibiotic: Amoxicillin Prescribed for Patients with Acute Bacterial Sinusitis (Appropriate Use),35.000,$null$,PA,Y,N,REG,Y
ENT HEAD AND NECK SPECIALISTS, PC,3173500451.000,$null$,PQRS_GRP_93_1,Acute Otitis Externa (AOE): Systemic Antimicrobial Therapy Â– Avoidance of Inappropriate Use,94.000,$null$,PA,Y,N,REG,Y
LAKESHORE BONE AND JOINT INSTITUTE, INC.,3173500519.000,$null$,PQRS_GRP_109_1,Osteoarthritis (OA): Function and Pain Assessment,92.000,$null$,IN,Y,N,REG,Y
LAKESHORE BONE AND JOINT INSTITUTE, INC.,3173500519.000,$null$,PQRS_GRP_126_1,Diabetes Mellitus: Diabetic Foot and Ankle Care, Peripheral Neuropathy Â– Neurological Evaluation,68.000,$null$,IN,Y,N,REG,Y
LAKESHORE BONE AND JOINT INSTITUTE, INC.,3173500519.000,$null$,PQRS_GRP_127_1,Diabetes Mellitus: Diabetic Foot and Ankle Care, Ulcer Prevention Â– Evaluation of Footwear,97.000,$null$,IN,Y,N,REG,Y
LAKESHORE BONE AND JOINT INSTITUTE, INC.,3173500519.000,$null$,PQRS_GRP_145_1,Radiology: Exposure Time Reported for Procedures Using Fluoroscopy,100.000,$null$,IN,Y,N,REG,Y
LAKESHORE BONE AND JOINT INSTITUTE, INC.,3173500519.000,$null$,PQRS_GRP_163_1,Diabetes: Foot Exam,100.000,$null$,IN,Y,N,REG,Y
LAKESHORE BONE AND JOINT INSTITUTE, INC.,3173500519.000,$null$,PQRS_GRP_178_1,Rheumatoid Arthritis (RA): Functional Status Assessment,99.000,$null$,IN,Y,N,REG,Y
LAKESHORE BONE AND JOINT INSTITUTE, INC.,3173500519.000,$null$,PQRS_GRP_358_1,Patient-Centered Surgical Risk Assessment and Communication,100.000,$null$,IN,Y,N,REG,Y
LAKESHORE BONE AND JOINT INSTITUTE, INC.,3173500519.000,$null$,PQRS_GRP_41_1,Osteoporosis: Pharmacologic Therapy for Men and Women Aged 50 Years and Older,91.000,$null$,IN,Y,N,REG,Y
COLON AND RECTAL ASSOCIATES, LTD,3173506839.000,$null$,PQRS_GRP_173_1,Preventive Care and Screening: Unhealthy Alcohol Use Â– Screening,88.000,$null$,PA,Y,N,REG,Y
COLON AND RECTAL ASSOCIATES, LTD,3173506839.000,$null$,PQRS_GRP_185_1,Colonoscopy Interval for Patients with a History of Adenomatous Polyps Â– Avoidance of Inappropriate Use,99.000,$null$,PA,Y,N,REG,Y
UPPER CHESAPEAKE MEDICAL SERVICES INC,3173556974.000,$null$,PQRS_GRP_47_1,Care Plan,95.000,$null$,MD,Y,N,REG,Y
TAYLOR EMERGENCY MEDICINE ASSOCIATES PA,3173570066.000,$null$,PQRS_GRP_326_1,Atrial Fibrillation and Atrial Flutter: Chronic Anticoagulation Therapy,69.000,$null$,TX,Y,N,REG,Y
TAYLOR EMERGENCY MEDICINE ASSOCIATES PA,3173570066.000,$null$,PQRS_GRP_54_1,Emergency Medicine: 12-Lead Electrocardiogram (ECG) Performed for Non-Traumatic Chest Pain,99.000,$null$,TX,Y,N,REG,Y
TRIA ORTHOPAEDIC CENTER  LLC,3173570561.000,$null$,PQRS_GRP_110_1,Preventive Care and Screening: Influenza Immunization,48.000,$null$,MN,Y,N,WI,Y
TRIA ORTHOPAEDIC CENTER  LLC,3173570561.000,$null$,PQRS_GRP_111_1,Pneumonia Vaccination Status for Older Adults,34.000,$null$,MN,Y,N,WI,Y
TRIA ORTHOPAEDIC CENTER  LLC,3173570561.000,$null$,PQRS_GRP_112_1,Breast Cancer Screening,22.000,$null$,MN,Y,N,WI,Y
TRIA ORTHOPAEDIC CENTER  LLC,3173570561.000,$null$,PQRS_GRP_113_1,Colorectal Cancer Screening,33.000,$null$,MN,Y,N,WI,Y
TRIA ORTHOPAEDIC CENTER  LLC,3173570561.000,$null$,PQRS_GRP_117_1,Diabetes: Eye Exam,70.656,1.000,MN,Y,N,WI,Y
TRIA ORTHOPAEDIC CENTER  LLC,3173570561.000,$null$,PQRS_GRP_118_1,Coronary Artery Disease (CAD): Angiotensin-Converting Enzyme (ACE) Inhibitor or Angiotensin Receptor Blocker (ARB) Therapy -- Diabetes or Left Ventricular Systolic Dysfunction (LVEF < 40%),70.656,2.000,MN,Y,N,WI,Y
TRIA ORTHOPAEDIC CENTER  LLC,3173570561.000,$null$,PQRS_GRP_128_1,Preventive Care and Screening: Body Mass Index (BMI) Screening and Follow-Up Plan,47.000,$null$,MN,Y,N,WI,Y
TRIA ORTHOPAEDIC CENTER  LLC,3173570561.000,$null$,PQRS_GRP_130_1,Documentation of Current Medications in the Medical Record,72.000,$null$,MN,Y,N,WI,Y
TRIA ORTHOPAEDIC CENTER  LLC,3173570561.000,$null$,PQRS_GRP_134_1,Preventive Care and Screening: Screening for Clinical Depression and Follow-Up Plan,2.000,$null$,MN,Y,N,WI,Y
TRIA ORTHOPAEDIC CENTER  LLC,3173570561.000,$null$,PQRS_GRP_204_1,Ischemic Vascular Disease (IVD): Use of Aspirin or Another Antithrombotic,70.656,1.000,MN,Y,N,WI,Y
TRIA ORTHOPAEDIC CENTER  LLC,3173570561.000,$null$,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,95.000,$null$,MN,Y,N,WI,Y
TRIA ORTHOPAEDIC CENTER  LLC,3173570561.000,$null$,PQRS_GRP_317_1,Preventive Care and Screening: Screening for High Blood Pressure and Follow-Up Documented,22.000,$null$,MN,Y,N,WI,Y
TRIA ORTHOPAEDIC CENTER  LLC,3173570561.000,$null$,PQRS_GRP_318_1,Falls: Screening for Fall Risk,15.000,$null$,MN,Y,N,WI,Y
TRIA ORTHOPAEDIC CENTER  LLC,3173570561.000,$null$,PQRS_GRP_8_1,Heart Failure (HF): Beta-Blocker Therapy for Left Ventricular Systolic Dysfunction (LVSD),70.656,2.000,MN,Y,N,WI,Y
PENSACOLA EMERGENCY PHYSICIANS, LLC,3173582624.000,$null$,PQRS_GRP_54_1,Emergency Medicine: 12-Lead Electrocardiogram (ECG) Performed for Non-Traumatic Chest Pain,100.000,$null$,FL,Y,N,REG,Y
CHESTERTON PHYSICAL THERAPY, INC.,3173683984.000,$null$,PQRS_GRP_131_1,Pain Assessment and Follow-Up,81.000,$null$,IN,Y,N,REG,Y
CHESTERTON PHYSICAL THERAPY, INC.,3173683984.000,$null$,PQRS_GRP_182_1,Functional Outcome Assessment,95.000,$null$,IN,Y,N,REG,Y
MDICS AT MERITUS MEDICAL CENTER LLC,3173742590.000,$null$,PQRS_GRP_47_1,Care Plan,99.000,$null$,MD,Y,N,REG,Y
MIAMI-DADE CARDIOLOGY CONSULTANTS LLC,3173773751.000,$null$,PQRS_GRP_119_1,Diabetes: Medical Attention for Nephropathy,40.000,$null$,FL,Y,N,REG,Y
MIAMI-DADE CARDIOLOGY CONSULTANTS LLC,3173773751.000,$null$,PQRS_GRP_238_1,Use of High-Risk Medications in the Elderly*,0.000,$null$,FL,Y,Y,REG,N
MIAMI-DADE CARDIOLOGY CONSULTANTS LLC,3173773751.000,$null$,PQRS_GRP_238_2,Use of High-Risk Medications in the Elderly*,0.000,$null$,FL,Y,Y,REG,Y
MIAMI-DADE CARDIOLOGY CONSULTANTS LLC,3173773751.000,$null$,PQRS_GRP_7_1,Coronary Artery Disease (CAD): Beta-Blocker Therapy Â– Prior Myocardial Infarction (MI) or Left Ventricular Systolic Dysfunction (LVEF < 40%),89.000,$null$,FL,Y,N,REG,Y
MIAMI-DADE CARDIOLOGY CONSULTANTS LLC,3173773751.000,$null$,PQRS_GRP_7_2,Coronary Artery Disease (CAD): Beta-Blocker Therapy Â– Prior Myocardial Infarction (MI) or Left Ventricular Systolic Dysfunction (LVEF < 40%),70.000,$null$,FL,Y,N,REG,Y
WEST SIDE RADIOLOGY ASSOCIATES PC,3274424270.000,$null$,PQRS_GRP_146_1,Radiology: Inappropriate Use of Â“Probably BenignÂ” Assessment Category in Mammography Screening*,0.000,$null$,NY,Y,Y,REG,Y
WEST SIDE RADIOLOGY ASSOCIATES PC,3274424270.000,$null$,PQRS_GRP_147_1,Nuclear Medicine: Correlation with Existing Imaging Studies for All Patients Undergoing Bone Scintigraphy,100.000,$null$,NY,Y,N,REG,Y
WEST SIDE RADIOLOGY ASSOCIATES PC,3274424270.000,$null$,PQRS_GRP_195_1,Radiology: Stenosis Measurement in Carotid Imaging Reports,100.000,$null$,NY,Y,N,REG,Y
WEST SIDE RADIOLOGY ASSOCIATES PC,3274424270.000,$null$,PQRS_GRP_225_1,Radiology: Reminder System for Screening Mammograms,100.000,$null$,NY,Y,N,REG,Y
RIVERSIDE HEALTH SYSTEM,3274434717.000,$null$,PQRS_GRP_119_1,Diabetes: Medical Attention for Nephropathy,100.000,$null$,IL,Y,N,REG,Y
RIVERSIDE HEALTH SYSTEM,3274434717.000,$null$,PQRS_GRP_122_1,Adult Kidney Disease: Blood Pressure Management,100.000,$null$,IL,Y,N,REG,N
RIVERSIDE HEALTH SYSTEM,3274434717.000,$null$,PQRS_GRP_41_1,Osteoporosis: Pharmacologic Therapy for Men and Women Aged 50 Years and Older,100.000,$null$,IL,Y,N,REG,Y
ABINGTON MEMORIAL HOSPITAL,3274437736.000,$null$,PQRS_GRP_110_1,Preventive Care and Screening: Influenza Immunization,75.000,$null$,PA,Y,N,WI,Y
ABINGTON MEMORIAL HOSPITAL,3274437736.000,$null$,PQRS_GRP_111_1,Pneumonia Vaccination Status for Older Adults,74.000,$null$,PA,Y,N,WI,Y
ABINGTON MEMORIAL HOSPITAL,3274437736.000,$null$,PQRS_GRP_112_1,Breast Cancer Screening,73.000,$null$,PA,Y,N,WI,Y
ABINGTON MEMORIAL HOSPITAL,3274437736.000,$null$,PQRS_GRP_113_1,Colorectal Cancer Screening,63.000,$null$,PA,Y,N,WI,Y
ABINGTON MEMORIAL HOSPITAL,3274437736.000,$null$,PQRS_GRP_117_1,Diabetes: Eye Exam,47.000,$null$,PA,Y,N,WI,Y
YIUM, SHENOUDA AND MILLER PTRSHP,3274510037.000,$null$,PQRS_GRP_173_1,Preventive Care and Screening: Unhealthy Alcohol Use Â– Screening,85.000,$null$,TN,Y,N,REG,Y
ABINGTON MEMORIAL HOSPITAL,3274437736.000,$null$,PQRS_GRP_118_1,Coronary Artery Disease (CAD): Angiotensin-Converting Enzyme (ACE) Inhibitor or Angiotensin Receptor Blocker (ARB) Therapy -- Diabetes or Left Ventricular Systolic Dysfunction (LVEF < 40%),63.000,$null$,PA,Y,N,WI,Y
ABINGTON MEMORIAL HOSPITAL,3274437736.000,$null$,PQRS_GRP_128_1,Preventive Care and Screening: Body Mass Index (BMI) Screening and Follow-Up Plan,60.000,$null$,PA,Y,N,WI,Y
ABINGTON MEMORIAL HOSPITAL,3274437736.000,$null$,PQRS_GRP_130_1,Documentation of Current Medications in the Medical Record,97.000,$null$,PA,Y,N,WI,Y
ABINGTON MEMORIAL HOSPITAL,3274437736.000,$null$,PQRS_GRP_134_1,Preventive Care and Screening: Screening for Clinical Depression and Follow-Up Plan,15.000,$null$,PA,Y,N,WI,Y
ABINGTON MEMORIAL HOSPITAL,3274437736.000,$null$,PQRS_GRP_204_1,Ischemic Vascular Disease (IVD): Use of Aspirin or Another Antithrombotic,87.000,$null$,PA,Y,N,WI,Y
ABINGTON MEMORIAL HOSPITAL,3274437736.000,$null$,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,93.000,$null$,PA,Y,N,WI,Y
ABINGTON MEMORIAL HOSPITAL,3274437736.000,$null$,PQRS_GRP_317_1,Preventive Care and Screening: Screening for High Blood Pressure and Follow-Up Documented,90.000,$null$,PA,Y,N,WI,Y
ABINGTON MEMORIAL HOSPITAL,3274437736.000,$null$,PQRS_GRP_318_1,Falls: Screening for Fall Risk,25.000,$null$,PA,Y,N,WI,Y
ABINGTON MEMORIAL HOSPITAL,3274437736.000,$null$,PQRS_GRP_8_1,Heart Failure (HF): Beta-Blocker Therapy for Left Ventricular Systolic Dysfunction (LVSD),88.000,$null$,PA,Y,N,WI,Y
KENNEDY UNIVERSITY HOSPITAL INC,3274442868.000,$null$,PQRS_GRP_173_1,Preventive Care and Screening: Unhealthy Alcohol Use Â– Screening,71.000,$null$,NJ,Y,N,REG,Y
KENNEDY UNIVERSITY HOSPITAL INC,3274442868.000,$null$,PQRS_GRP_6_1,Coronary Artery Disease (CAD): Antiplatelet Therapy,79.000,$null$,NJ,Y,N,REG,Y
DEPARTMENT OF MEDICINE MEDICAL SERV GRP AT SUNY HLTH SCI CTR SYR IN,3274445796.000,$null$,PQRS_GRP_119_1,Diabetes: Medical Attention for Nephropathy,100.000,$null$,NY,Y,N,REG,Y
DEPARTMENT OF MEDICINE MEDICAL SERV GRP AT SUNY HLTH SCI CTR SYR IN,3274445796.000,$null$,PQRS_GRP_122_1,Adult Kidney Disease: Blood Pressure Management,100.000,$null$,NY,Y,N,REG,N
DEPARTMENT OF MEDICINE MEDICAL SERV GRP AT SUNY HLTH SCI CTR SYR IN,3274445796.000,$null$,PQRS_GRP_143_1,Oncology: Medical and Radiation Â– Pain Intensity Quantified,100.000,$null$,NY,Y,N,REG,Y
DEPARTMENT OF MEDICINE MEDICAL SERV GRP AT SUNY HLTH SCI CTR SYR IN,3274445796.000,$null$,PQRS_GRP_173_1,Preventive Care and Screening: Unhealthy Alcohol Use Â– Screening,100.000,$null$,NY,Y,N,REG,Y
DEPARTMENT OF MEDICINE MEDICAL SERV GRP AT SUNY HLTH SCI CTR SYR IN,3274445796.000,$null$,PQRS_GRP_32_1,Stroke and Stroke Rehabilitation: Discharged on Antithrombotic Therapy,100.000,$null$,NY,Y,N,REG,Y
DEPARTMENT OF MEDICINE MEDICAL SERV GRP AT SUNY HLTH SCI CTR SYR IN,3274445796.000,$null$,PQRS_GRP_33_1,Stroke and Stroke Rehabilitation: Anticoagulant Therapy Prescribed for Atrial Fibrillation (AF) at Discharge,100.000,$null$,NY,Y,N,REG,Y
DEPARTMENT OF MEDICINE MEDICAL SERV GRP AT SUNY HLTH SCI CTR SYR IN,3274445796.000,$null$,PQRS_GRP_7_1,Coronary Artery Disease (CAD): Beta-Blocker Therapy Â– Prior Myocardial Infarction (MI) or Left Ventricular Systolic Dysfunction (LVEF < 40%),100.000,$null$,NY,Y,N,REG,Y
BATON ROUGE ORTHOPAEDIC CLNIC, LLC,3274446414.000,$null$,PQRS_GRP_131_1,Pain Assessment and Follow-Up,98.000,$null$,LA,Y,N,REG,Y
BATON ROUGE ORTHOPAEDIC CLNIC, LLC,3274446414.000,$null$,PQRS_GRP_154_1,Falls: Risk Assessment,54.000,$null$,LA,Y,N,REG,Y
BATON ROUGE ORTHOPAEDIC CLNIC, LLC,3274446414.000,$null$,PQRS_GRP_155_1,Falls: Plan of Care,74.000,$null$,LA,Y,N,REG,Y
